at,x,y,z [a.u.]
O,0.0,0.0,1.6094796248313
C,0.0,1.3789330541733,-0.7039229309025
C,0.0,-1.3789330541733,-0.7039229309025
H,-1.744217087847,2.3744407051785,-1.1071904569550999
H,1.744217087847,2.3744407051785,-1.1071904569550999
H,1.744217087847,-2.3744407051785,-1.1071904569550999
H,-1.744217087847,-2.3744407051785,-1.1071904569550999
