at,x,y,z [a.u.]
O,-2.930978237020923,-0.21641142026027999,0.0
H,-3.6552195017571507,1.4409217357904671,0.0
H,-1.133225211905553,0.076934524464168,0.0
O,2.552311163893125,0.210645866267841,0.0
H,3.175491772463622,-0.7062680808548489,-1.4334724359418292
H,3.175491772463622,-0.7062680808548489,1.4334724359418292
