at,x,y,z [a.u.]
C,1.4800505910912998,-1.252654004684364,0.0
H,2.9200920925160907,-2.6970517024589977,0.0
C,1.4800505910912998,1.252654004684364,0.0
C,-1.4800505910912998,1.252654004684364,0.0
C,-1.4800505910912998,-1.252654004684364,0.0
H,2.9200920925160907,2.6970517024589977,0.0
H,-2.9200920925160907,2.6970517024589977,0.0
H,-2.9200920925160907,-2.6970517024589977,0.0
